id,proba,label
16395,0.0013520598877221346,0
37405,0.9880451560020447,1
94180,0.007468921132385731,0
54321,0.0018517475109547377,0
97015,0.9986088871955872,1
73506,0.0011758186155930161,0
5429,0.0036740340292453766,0
70691,0.0009881171863526106,0
69421,0.0008120833663269877,0
50162,0.9924834370613098,1
43728,0.9923481941223145,1
75081,0.8754886388778687,1
47829,0.9713545441627502,1
35279,0.002211768412962556,0
54920,0.00065645482391119,0
39867,0.006497060414403677,0
96082,0.9952362179756165,1
38045,0.0004948779242113233,0
62134,0.0011782085057348013,0
81970,0.00017031986499205232,0
1865,0.007043726742267609,0
86139,0.3913256525993347,0
38765,0.9767703413963318,1
15306,0.8257595300674438,1
17209,0.8248962163925171,1
96185,0.9991040825843811,1
93875,0.18012705445289612,0
57286,0.000541915011126548,0
8261,0.001373385894112289,0
60823,0.0007086883997544646,0
83720,0.934809684753418,1
89432,0.036912452429533005,0
89607,0.0017817229963839054,0
14267,0.018078835681080818,0
82749,0.989888608455658,1
70643,0.4510432779788971,0
12785,0.0010015391744673252,0
86394,0.5304831266403198,1
63491,0.0049732099287211895,0
98026,0.03799174353480339,0
89263,0.0003264992556069046,0
42975,0.00048204214544966817,0
74016,0.9823774099349976,1
26347,0.006957206875085831,0
89105,0.002621494699269533,0
57932,0.46725884079933167,0
52971,0.0006148527027107775,0
4615,0.9027310013771057,1
1936,0.9792013168334961,1
17546,0.00032545195426791906,0
56908,0.00046202162047848105,0
24973,0.0015252293087542057,0
4958,0.9814882278442383,1
60345,0.039488594979047775,0
2356,0.024228937923908234,0
91806,0.9658231735229492,1
5462,0.8054632544517517,1
1627,0.000611612107604742,0
18239,0.0018377011874690652,0
49372,0.004472377710044384,0
59167,0.0006278163054957986,0
59287,0.00045450133620761335,0
64279,0.6932109594345093,1
38701,0.03108694963157177,0
12643,0.1117628738284111,0
46532,0.007018910255283117,0
7516,0.9972389936447144,1
93251,0.007537707220762968,0
31760,0.00024250596470665187,0
19230,0.003279464552178979,0
89251,0.9464811086654663,1
2789,0.024754514917731285,0
3976,0.9492754936218262,1
7291,0.0014872864121571183,0
58374,0.00044112547766417265,0
78092,0.0007904416415840387,0
28396,0.0008668287773616612,0
87039,0.026490097865462303,0
94216,0.00035554516944102943,0
81523,0.0005200974992476404,0
15473,0.00030014122603461146,0
48059,0.05528063327074051,0
38054,0.9289152026176453,1
35870,0.0003547980741132051,0
7392,0.012310261838138103,0
72019,0.00028945019585080445,0
95723,0.0069434731267392635,0
1284,0.15972170233726501,0
27980,0.9858267903327942,1
65917,0.9519317150115967,1
10548,0.0030064661987125874,0
26091,0.005432407837361097,0
98637,0.4648086726665497,0
98653,0.006223415024578571,0
9638,0.8771001100540161,1
16592,0.8884626030921936,1
47693,0.0004081448423676193,0
51263,0.8525484800338745,1
67149,0.8931595683097839,1
63547,0.5910166501998901,1
49267,0.997431218624115,1
24351,0.11378065496683121,0
23419,0.94352787733078,1
30762,0.41345450282096863,0
52096,0.002601947169750929,0
64735,0.03452867642045021,0
10652,0.015095693990588188,0
92456,0.0035221208818256855,0
42635,0.000630037160590291,0
47931,0.001445271773263812,0
70143,0.0017973070498555899,0
51863,0.29181501269340515,0
2584,0.021939115598797798,0
48132,0.5471256971359253,1
81370,0.9952343106269836,1
74029,0.0002650177339091897,0
50643,0.00023681603488512337,0
59423,0.9602230191230774,1
63502,0.002812254475429654,0
89360,0.13895438611507416,0
5219,0.7412999272346497,1
61342,0.0008951140916906297,0
16234,0.00902087613940239,0
34215,0.0003893289540428668,0
10963,0.00017992552602663636,0
94380,0.014120972715318203,0
30954,0.0012725777924060822,0
5162,0.9956477284431458,1
36184,0.00033629039535298944,0
17285,0.9993364214897156,1
20815,0.9657747149467468,1
35198,0.9989903569221497,1
32451,0.0007494478486478329,0
58079,0.00034624847467057407,0
37092,0.0009977510198950768,0
76542,0.9850578904151917,1
17096,0.0006190162966959178,0
69753,0.0008429756271652877,0
7652,0.033189285546541214,0
39182,0.0004068795533385128,0
10476,0.049662403762340546,0
17596,0.00047757584252394736,0
25893,0.0014942210400477052,0
57836,0.03485465049743652,0
32907,0.0005016596405766904,0
18453,0.013447157107293606,0
26537,0.0003027747443411499,0
7689,0.0007717468542978168,0
69423,0.0003408001794014126,0
45269,0.0020480880048125982,0
29710,0.00015414980589412153,0
10865,0.0009851368376985192,0
56291,0.014298020862042904,0
60175,0.0006175207090564072,0
90538,0.19015862047672272,0
6931,0.6846297383308411,1
69403,0.989370584487915,1
21530,0.9991531372070312,1
3146,0.0036891005001962185,0
4879,0.0028190447483211756,0
14583,0.1559545397758484,0
31894,0.00029437249759212136,0
90734,0.002503636758774519,0
67841,0.0008016224601306021,0
24689,0.000546911614947021,0
39564,0.964878261089325,1
15763,0.0014045338612049818,0
76091,0.00022934572189114988,0
23047,0.0003376785898581147,0
