id,proba,label
37658,0.9965944886207581,1
76092,0.0015194396255537868,0
87130,0.6119995713233948,1
63507,0.07733559608459473,0
16354,0.9734377861022949,1
95640,0.05360937863588333,0
1967,0.0008174633840098977,0
31208,0.01569276675581932,0
32981,0.9301683306694031,1
5439,0.0005984865128993988,0
45368,0.005201044492423534,0
34018,0.9157177209854126,1
64510,0.0008810426807031035,0
74058,0.8892349600791931,1
84362,0.0006501413881778717,0
83045,0.8262002468109131,1
3214,0.0165733490139246,0
94185,0.9264313578605652,1
25149,0.00022286531748250127,0
48296,0.10394978523254395,0
39018,0.005524898413568735,0
10386,0.0003309064486529678,0
13809,0.001560967997647822,0
1726,0.8370240926742554,1
49621,0.001265373663045466,0
7653,0.10770879685878754,0
52603,0.5909867882728577,1
42058,0.0004040793573949486,0
26439,0.0074095409363508224,0
61349,0.9981556534767151,1
53046,0.0005603533936664462,0
95176,0.00018847156025003642,0
54069,0.9896903038024902,1
52394,0.029113834723830223,0
90243,0.45590323209762573,0
41796,0.998688280582428,1
39578,0.0006863267626613379,0
1765,0.6652634739875793,1
2518,0.0003744495625142008,0
67082,0.005432788748294115,0
17028,0.8519672751426697,1
62703,0.0009139245375990868,0
68257,0.00021535824635066092,0
6123,0.02012196183204651,0
5126,0.053470429033041,0
80912,0.0010155723430216312,0
32579,0.0044435844756662846,0
61503,0.0023986627347767353,0
63280,0.0037680678069591522,0
42538,0.0031927060335874557,0
17682,0.14156536757946014,0
62319,0.0007453695288859308,0
7351,0.004654800519347191,0
26397,0.0026205782778561115,0
82437,0.00027520983712747693,0
37692,0.9951659440994263,1
50198,0.000836873019579798,0
64072,0.5591403841972351,1
67103,0.014982032589614391,0
65342,0.47048419713974,0
57369,0.05771585553884506,0
91405,0.03287195786833763,0
93620,0.07087405025959015,0
70953,0.00043620605720207095,0
3519,0.15632696449756622,0
42580,0.5479951500892639,1
69548,0.9918381571769714,1
56413,0.5728850364685059,1
78156,0.10645128786563873,0
2568,0.012639027088880539,0
28951,0.0003952902043238282,0
73601,0.9985001087188721,1
12045,0.0004726068291347474,0
53609,0.0006476305425167084,0
13647,0.010352931916713715,0
46082,0.0002891043550334871,0
63827,0.9943547248840332,1
86170,0.9877166152000427,1
56428,0.763717770576477,1
52104,0.7876512408256531,1
93172,0.00024118564033415169,0
97320,0.00041637159301899374,0
73945,0.0008091597119346261,0
32415,0.004301176406443119,0
58672,0.0019818556029349566,0
43910,0.0004624300927389413,0
19730,0.007739825174212456,0
53968,0.0015993446577340364,0
18367,0.00033601128961890936,0
83954,0.0027853159699589014,0
89071,0.23076125979423523,0
10785,0.0010900486959144473,0
7135,0.0007085333927534521,0
8291,0.9748092293739319,1
54108,0.09063970297574997,0
43092,0.9952322840690613,1
18306,0.09491696953773499,0
95086,0.9991450309753418,1
30586,0.0008443107944913208,0
6273,0.003151295240968466,0
19523,0.7161063551902771,1
62948,0.8718628287315369,1
46087,0.002340129343792796,0
82509,0.4079457223415375,0
83675,0.001102044596336782,0
19536,0.9488877654075623,1
29174,0.0004651009221561253,0
84762,0.9946393370628357,1
8451,0.9984585046768188,1
60183,0.9526189565658569,1
19243,0.0003657475463114679,0
40982,0.2576439082622528,0
97068,0.0035558391828089952,0
52079,0.0012392675271257758,0
93528,0.3334594666957855,0
45062,0.03945804387331009,0
95173,0.0011891735484823585,0
17950,0.00042560475412756205,0
51306,0.02476739138364792,0
52634,0.000285538611933589,0
38095,0.0003322696138639003,0
39607,0.03208012133836746,0
53172,0.9967650175094604,1
90236,0.00042559864232316613,0
19385,0.9267722964286804,1
96180,0.9949733018875122,1
73914,0.001117436564527452,0
41296,0.0021961024031043053,0
53769,0.0017658452270552516,0
29437,0.0007890467531979084,0
84015,0.0003985250659752637,0
46085,0.0005178989958949387,0
16842,0.0006664240499958396,0
61085,0.9391298294067383,1
86417,0.05276879668235779,0
4857,0.9940726161003113,1
34528,0.012251530773937702,0
29750,0.0007868126849643886,0
35487,0.0009107195655815303,0
73021,0.9987006187438965,1
14389,0.8584795594215393,1
62504,0.1037776991724968,0
92317,0.0012036337284371257,0
27614,0.001378422835841775,0
73962,0.0035879076458513737,0
91602,0.0009958276059478521,0
48670,0.00044676888501271605,0
82301,0.0014634791295975447,0
24098,0.00031024677446112037,0
74013,0.043772608041763306,0
28905,0.022131165489554405,0
80597,0.995854914188385,1
74250,0.004245568532496691,0
43175,0.013520135544240475,0
63745,0.9861120581626892,1
15243,0.0011479018721729517,0
30145,0.0011485310969874263,0
59738,0.00030605250503867865,0
65403,0.0013258295366540551,0
54206,0.001184310531243682,0
98547,0.012409957125782967,0
72864,0.07528452575206757,0
14865,0.0021526243072003126,0
92567,0.9596759676933289,1
6352,0.0003974212449975312,0
73526,0.00022628890292253345,0
18726,0.000744515098631382,0
10749,0.033891528844833374,0
68401,0.6990108489990234,1
89642,0.08229508250951767,0
45702,0.00025647939764894545,0
54893,0.00045946246245875955,0
63987,0.020626135170459747,0
48370,0.9946788549423218,1
87520,0.002911188406869769,0
47263,0.9862132668495178,1
56980,0.00199960358440876,0
64125,0.5784282088279724,1
84036,0.0005947740864939988,0
46971,0.015428476966917515,0
28690,0.0002951723290607333,0
24135,0.00037091237027198076,0
56098,0.8355439305305481,1
32568,0.015301020815968513,0
64891,0.9486588835716248,1
34975,0.9548711776733398,1
12973,0.056601256132125854,0
10362,0.9942575693130493,1
41382,0.00022647864534519613,0
47162,0.006802355404943228,0
19530,0.0007020044722594321,0
49826,0.9734414219856262,1
49650,0.0002536613610573113,0
80512,0.0016917339526116848,0
59140,0.3249914050102234,0
26187,0.9979066848754883,1
37420,0.0006766293663531542,0
91058,0.0010958157945424318,0
78914,0.0003740813408512622,0
72061,0.9054180979728699,1
85237,0.00035099464002996683,0
80947,0.10971967875957489,0
31752,0.00020527976448647678,0
21643,0.02847602777183056,0
78251,0.08039330691099167,0
7198,0.9868454933166504,1
50261,0.013774809427559376,0
74908,0.0006684882682748139,0
27635,0.19682925939559937,0
91756,0.002252322854474187,0
2364,0.9982069730758667,1
7382,0.004921039566397667,0
30148,0.09748525172472,0
68192,0.00034688846790231764,0
1925,0.000957199081312865,0
1456,0.1000727117061615,0
86357,0.016592921689152718,0
4569,0.00020087676239199936,0
20437,0.0003865279722958803,0
9863,0.0004674220399465412,0
35497,0.0003317669325042516,0
57208,0.13438433408737183,0
94170,0.0003766430600080639,0
23810,0.0007510565337724984,0
23645,0.07736786454916,0
82945,0.002786452416330576,0
2145,0.0029210196807980537,0
92068,0.000615968310739845,0
52031,0.0011779109481722116,0
3197,0.00028113258304074407,0
27498,0.7255890965461731,1
37160,0.00542261078953743,0
6723,0.00048752984730526805,0
16704,0.0002303810470039025,0
50984,0.0001715223042992875,0
2143,0.34902918338775635,0
13750,0.00044611564953811467,0
9715,0.0056247469037771225,0
84756,0.0016867754748091102,0
72904,0.00042866196599788964,0
84510,0.04567023739218712,0
30927,0.00047183234710246325,0
36201,0.001657220651395619,0
89425,0.7188878655433655,1
1742,0.0006385021260939538,0
17963,0.6272021532058716,1
26547,0.001612088643014431,0
90843,0.00770207354798913,0
37814,0.0008764947415329516,0
5349,0.7826642990112305,1
84302,0.0013099212665110826,0
3217,0.05388224124908447,0
29873,0.9987481832504272,1
62375,0.9121744632720947,1
89536,0.0006301872781477869,0
42631,0.10283193737268448,0
20984,0.3244022727012634,0
49260,0.0004068354028277099,0
2478,0.950066328048706,1
58093,0.039427779614925385,0
5213,0.054864756762981415,0
78462,0.0009193386067636311,0
84273,0.00023463349498342723,0
54819,0.0003779226099140942,0
84107,0.9783817529678345,1
95613,0.9901250600814819,1
90643,0.0001482314255554229,0
32875,0.0025160941295325756,0
83745,0.009396539069712162,0
83264,0.2932678163051605,0
35470,0.00042721728095784783,0
84162,0.0003114550781901926,0
53491,0.0003279817756265402,0
36058,0.0003963832277804613,0
41035,0.8629741072654724,1
9152,0.002739361021667719,0
79603,0.9605385661125183,1
85679,0.3282282054424286,0
93041,0.0005771638243459165,0
12650,0.9986903071403503,1
59206,0.002758944407105446,0
74906,0.8964349627494812,1
87251,0.0013778413413092494,0
96472,0.9768988490104675,1
46920,0.6431081891059875,1
94813,0.002364865969866514,0
90256,0.9621837735176086,1
47819,0.00027631482225842774,0
27195,0.041528359055519104,0
51607,0.6852385401725769,1
97453,0.0021824173163622618,0
76015,0.0005195155390538275,0
4538,0.9788638949394226,1
26453,0.005991925951093435,0
89430,0.0005970828933641315,0
17908,0.00037894665729254484,0
72168,0.560508668422699,1
57823,0.005473991855978966,0
29054,0.28868135809898376,0
61038,0.00021610573458019644,0
69512,0.0004992701578885317,0
18356,0.4713142216205597,0
61973,0.04422282800078392,0
50241,0.10113692283630371,0
80243,0.13624389469623566,0
4621,0.009649774990975857,0
74350,0.8502551317214966,1
29843,0.0006137818563729525,0
84150,0.13033431768417358,0
59170,0.00040697638178244233,0
74965,0.046141237020492554,0
7528,0.9236369132995605,1
47056,0.02013753540813923,0
18547,0.026941025629639626,0
12834,0.005159349180757999,0
86195,0.0024568194057792425,0
3745,0.0013869372196495533,0
89362,0.996841311454773,1
50379,0.0008920565014705062,0
27485,0.23162157833576202,0
68253,0.4734969735145569,0
