id,proba,label
50198,0.000836873019579798,0
10438,0.002175567438825965,0
3928,0.0006623456720262766,0
87520,0.002911188406869769,0
2568,0.012639027088880539,0
80243,0.13624389469623566,0
92435,0.002481204690411687,0
14975,0.0017323169158771634,0
95830,0.08746589720249176,0
64510,0.0008810426807031035,0
42631,0.10283193737268448,0
56098,0.8355439305305481,1
46109,0.029587676748633385,0
31792,0.0009875261457636952,0
35840,0.5639918446540833,1
86357,0.016592921689152718,0
92317,0.0012036337284371257,0
8291,0.9748092293739319,1
64281,0.0004129492153879255,0
93541,0.03858775272965431,0
8451,0.9984585046768188,1
54780,0.022036250680685043,0
18742,0.0010358544532209635,0
58093,0.039427779614925385,0
6123,0.02012196183204651,0
40395,0.0011028018780052662,0
46082,0.0002891043550334871,0
75286,0.0008305454393848777,0
47263,0.9862132668495178,1
4621,0.009649774990975857,0
43805,0.0003690595331136137,0
39261,0.0004180782416369766,0
62378,0.0005793750751763582,0
83745,0.009396539069712162,0
68930,0.058815911412239075,0
62970,0.00041166963637806475,0
30186,0.00883450172841549,0
26843,0.0004840306064579636,0
82509,0.4079457223415375,0
82301,0.0014634791295975447,0
98235,0.017090164124965668,0
42501,0.0002995869144797325,0
69032,0.0040241749957203865,0
60183,0.9526189565658569,1
32875,0.0025160941295325756,0
90465,0.00041439925553277135,0
40982,0.2576439082622528,0
89047,0.9967139959335327,1
46812,0.03475239500403404,0
67435,0.18389903008937836,0
52079,0.0012392675271257758,0
46971,0.015428476966917515,0
76295,0.0006678065401501954,0
19075,0.00038325999048538506,0
8765,0.0008938090759329498,0
84762,0.9946393370628357,1
86417,0.05276879668235779,0
89642,0.08229508250951767,0
68192,0.00034688846790231764,0
2364,0.9982069730758667,1
23810,0.0007510565337724984,0
90236,0.00042559864232316613,0
5938,0.8566374182701111,1
76921,0.0010210186010226607,0
45862,0.005206544417887926,0
34189,0.000487866869661957,0
83675,0.001102044596336782,0
94387,0.4079594314098358,0
18547,0.026941025629639626,0
6273,0.003151295240968466,0
82197,0.0030913257505744696,0
41382,0.00022647864534519613,0
61349,0.9981556534767151,1
75186,0.0004519316426012665,0
10832,0.0005026633734814823,0
95487,0.0003033733810298145,0
85790,0.9992013573646545,1
43275,0.6871044039726257,1
90243,0.45590323209762573,0
28905,0.022131165489554405,0
93528,0.3334594666957855,0
26439,0.0074095409363508224,0
74906,0.8964349627494812,1
47819,0.00027631482225842774,0
2634,0.9771460294723511,1
41276,0.08007453382015228,0
74058,0.8892349600791931,1
78156,0.10645128786563873,0
69548,0.9918381571769714,1
38914,0.0011961328564211726,0
84162,0.0003114550781901926,0
7528,0.9236369132995605,1
25061,0.5082866549491882,1
24098,0.00031024677446112037,0
73482,0.0003176171740051359,0
95640,0.05360937863588333,0
48792,0.0006225888500921428,0
10362,0.9942575693130493,1
45368,0.005201044492423534,0
93051,0.0012019157875329256,0
67082,0.005432788748294115,0
73914,0.001117436564527452,0
13207,0.1379730999469757,0
8795,0.9335967898368835,1
41890,0.0006466230843216181,0
39578,0.0006863267626613379,0
82537,0.0005715392762795091,0
84107,0.9783817529678345,1
64891,0.9486588835716248,1
10386,0.0003309064486529678,0
13647,0.010352931916713715,0
60724,0.99951171875,1
96472,0.9768988490104675,1
34687,0.0014459049561992288,0
61085,0.9391298294067383,1
80947,0.10971967875957489,0
31208,0.01569276675581932,0
86195,0.0024568194057792425,0
3214,0.0165733490139246,0
87130,0.6119995713233948,1
49521,0.9624257683753967,1
51306,0.02476739138364792,0
56124,0.0006076775607652962,0
10425,0.1964970827102661,0
18059,0.8579790592193604,1
20861,0.026552440598607063,0
3524,0.0354403518140316,0
87169,0.001064487500116229,0
84362,0.0006501413881778717,0
53491,0.0003279817756265402,0
68043,0.4712892472743988,0
78134,0.06565457582473755,0
56149,0.0004050197603646666,0
18564,0.010274777188897133,0
5279,0.9673579335212708,1
64312,0.9093726277351379,1
42058,0.0004040793573949486,0
64125,0.5784282088279724,1
64071,0.001247368985787034,0
38095,0.0003322696138639003,0
96312,0.00029628686024807394,0
69850,0.0005216168938204646,0
37658,0.9965944886207581,1
68401,0.6990108489990234,1
29054,0.28868135809898376,0
39607,0.03208012133836746,0
16843,0.0009494241676293314,0
50379,0.0008920565014705062,0
46085,0.0005178989958949387,0
78945,0.001533646252937615,0
58213,0.001325185177847743,0
13809,0.001560967997647822,0
72168,0.560508668422699,1
1726,0.8370240926742554,1
63987,0.020626135170459747,0
98701,0.0008203337783925235,0
62093,0.043882787227630615,0
21567,0.075767382979393,0
9863,0.0004674220399465412,0
27543,0.01574033871293068,0
36058,0.0003963832277804613,0
